date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rh4	rl4	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx	rbo_100_trading_edge	rbo_100_geometric_expectancy	rbo_100_kelly	rbo_100_constant	rbo_100_concave	rbo_100_convex	rbo_100_equal_weight	EUR	rtt_5020_chg1D	rtt_5020_chg1D_fx	rtt_5020_PL_cum	rtt_5020_returns	rtt_5020_log_returns	rtt_5020_cumul	rtt_5020_PL_cum_fx	rtt_5020_trading_edge	rtt_5020_geometric_expectancy	rtt_5020_kelly	rtt_5020_constant	rtt_5020_concave	rtt_5020_convex	rtt_5020_equal_weight	rema_50100150_chg1D	rema_50100150_chg1D_fx	rema_50100150_PL_cum	rema_50100150_returns	rema_50100150_log_returns	rema_50100150_cumul	rema_50100150_PL_cum_fx	rema_50100150_trading_edge	rema_50100150_geometric_expectancy	rema_50100150_kelly	rema_50100150_constant	rema_50100150_concave	rema_50100150_convex	rema_50100150_equal_weight	rsma_50100150_chg1D	rsma_50100150_chg1D_fx	rsma_50100150_PL_cum	rsma_50100150_returns	rsma_50100150_log_returns	rsma_50100150_cumul	rsma_50100150_PL_cum_fx	rsma_50100150_trading_edge	rsma_50100150_geometric_expectancy	rsma_50100150_kelly	rsma_50100150_constant	rsma_50100150_concave	rsma_50100150_convex	rsma_50100150_equal_weight	rrt	rrg_chg1D	rrg_chg1D_fx	rrg_PL_cum	rrg_returns	rrg_log_returns	rrg_cumul	rrg_PL_cum_fx	rrg_trading_edge	rrg_geometric_expectancy	rrg_kelly	rrg_constant	rrg_concave	rrg_convex	rrg_equal_weight
2016-02-01 08:00:00	616113	4.8	4.64	4.64	4.79	3.21	INW.MI	5.2	5.38	5.2	5.37			0.0			0			0.0			0.0	4.8		4.8																			0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-02 08:00:00	364812	4.78	4.68	4.78	4.74	3.18	INW.MI	5.53	5.53	5.41	5.48			0.0		1.0	0			0.0			0.0																						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-03 08:00:00	415729	4.73	4.66	4.68	4.7	3.15	INW.MI	5.57	5.63	5.55	5.6			0.0		1.0	0			0.0			0.0														5.63								0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-04 08:00:00	561493	4.8	4.61	4.8	4.65	3.12	INW.MI	5.65	5.65	5.42	5.47			0.0		1.0	0			0.0			0.0															5.42							0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-05 08:00:00	384204	4.71	4.61	4.68	4.65	3.12	INW.MI	5.63	5.66	5.54	5.59			0.0		1.0	0			0.0			0.0																						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-08 08:00:00	880117	4.69	4.42	4.66	4.5	3.02	INW.MI	5.88	5.91	5.57	5.68			0.0		1.0	0			0.0			0.0																						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-09 08:00:00	619046	4.69	4.42	4.45	4.47	3.0	INW.MI	5.8	6.11	5.76	5.82			0.0		1.0	0			0.0			0.0														6.11		6.11		6.11				0.0		6.11		-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-10 08:00:00	638715	4.63	4.44	4.5	4.45	2.98	INW.MI	5.58	5.74	5.51	5.52			0.0		1.0	0			0.0			0.0															5.51							0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-11 08:00:00	718975	4.43	4.34	4.41	4.35	2.92	INW.MI	5.8	5.82	5.71	5.72			0.0		1.0	0			0.0			0.0		4.34		4.34										5.82								0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-12 08:00:00	545253	4.49	4.32	4.49	4.35	2.92	INW.MI	5.64	5.64	5.42	5.46			0.0		1.0	0			0.0			0.0																						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-15 08:00:00	495741	4.48	4.35	4.42	4.35	2.92	INW.MI	5.38	5.45	5.29	5.29			0.0		1.0	0			0.0			0.0															5.29							0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-16 08:00:00	303666	4.45	4.36	4.37	4.39	2.95	INW.MI	5.34	5.44	5.33	5.37			0.0		1.0	0			0.0			0.0														5.44								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-17 08:00:00	597273	4.47	4.37	4.37	4.45	2.99	INW.MI	5.21	5.33	5.21	5.31			0.0		1.0	0			0.0			0.0															5.21		5.21					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-18 08:00:00	476498	4.57	4.45	4.45	4.54	3.05	INW.MI	5.39	5.54	5.39	5.5			0.0		1.0	0			0.0			0.0																						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-19 08:00:00	117902	4.56	4.49	4.52	4.51	3.03	INW.MI	5.54	5.59	5.51	5.53			0.0		1.0	0			0.0			0.0														5.59								0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-22 08:00:00	326592	4.72	4.52	4.6	4.61	3.09	INW.MI	5.45	5.59	5.35	5.46			0.0		1.0	0			0.0			0.0	4.72														5.35							0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-23 08:00:00	153095	4.59	4.51	4.57	4.54	3.05	INW.MI	5.52	5.55	5.45	5.48			0.0		1.0	0			0.0			0.0																						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-24 08:00:00	153646	4.55	4.49	4.51	4.5	3.02	INW.MI	5.59	5.64	5.57	5.58			0.0		1.0	0			0.0			0.0		4.49												5.64		5.64						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-25 08:00:00	252274	4.63	4.52	4.57	4.55	3.06	INW.MI	5.54	5.61	5.48	5.52			0.0		1.0	0			0.0			0.0	4.63																					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-02-26 08:00:00	214130	4.65	4.53	4.6	4.53	3.04	INW.MI	5.46	5.51	5.37	5.37			0.0		1.0	0			0.0			0.0																						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-02-29 08:00:00	200556	4.55	4.49	4.51	4.52	3.03	INW.MI	5.31	5.35	5.28	5.32			0.0		1.0	0			0.0			0.0		4.49													5.28							0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-01 08:00:00	379652	4.69	4.53	4.57	4.69	3.15	INW.MI	5.26	5.4	5.21	5.4			0.0		1.0	0			0.0			0.0														5.4								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-02 08:00:00	641118	4.79	4.6	4.79	4.6	3.09	INW.MI	5.46	5.46	5.24	5.24			0.0		1.0	0			0.0			0.0	4.79		4.79																			0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-03 08:00:00	1501308	4.72	4.59	4.72	4.6	3.09	INW.MI	5.33	5.33	5.19	5.2			0.0		-1.0	0			0.0			0.0		4.59													5.19							0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-04 08:00:00	769495	4.71	4.6	4.66	4.63	3.11	INW.MI	5.29	5.34	5.22	5.25			0.0		-1.0	0			0.0			0.0	4.71																					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2016-03-07 08:00:00	730093	4.66	4.57	4.6	4.62	3.1	INW.MI	5.28	5.35	5.25	5.3			0.0		-1.0	0			0.0			0.0														5.35								0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-08 08:00:00	717158	4.63	4.58	4.61	4.59	3.08	INW.MI	5.3	5.33	5.27	5.28			0.0		-1.0	0			0.0			0.0																						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-09 08:00:00	1584132	4.7	4.44	4.6	4.5	3.02	INW.MI	5.24	5.35	5.06	5.12			0.0		-1.0	0			0.0			0.0																						0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-10 08:00:00	1075258	4.55	4.48	4.55	4.48	3.01	INW.MI	5.21	5.21	5.13	5.13			0.0		-1.0	0			0.0			0.0		4.48																				0.0				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0								1	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0								-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0									-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0							
2016-03-11 08:00:00	1679538	4.69	4.52	4.52	4.61	3.09	INW.MI	4.94	5.12	4.94	5.03			0.0		-1.0	0			0.0			0.0															4.94		4.94					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0							
